price,carat,depth,table,x,y,z,cut_numeric,color_numeric,clarity_numeric
14299,3.81,61.8,35,3.89,52.12,27.59,3,3,1
11339,3.44,60.9,37,3.21,51.39,27.22,3,1,1
14683,4.04,60.2,34,4.34,52.44,27.93,2,3,2
16898,4.46,61.6,39,5.49,53.6,28.55,4,6,3
12344,3.99,61.3,37,4.32,52.36,27.83,3,4,3
17951,4.7,62,39,6.37,54.56,29.1,4,5,3
17493,4.43,61.4,40,5.36,53.49,28.49,4,3,2
9852,4,61.6,39,4.31,52.41,27.82,4,4,5
17905,4.6,61.5,37,5.99,54.12,28.87,3,5,5
14991,4,62,37,4.31,52.43,27.8,2,1,2
17009,4.47,62.4,40,5.51,53.71,28.55,3,4,3
18350,4.71,62.9,36,6.48,54.6,29.11,2,2,3
10831,3.92,59.9,39,4,52.09,27.74,2,3,4
16487,4.45,62.1,39.4,5.45,53.59,28.51,2,3,5
18117,4.7,62.2,42,6.37,54.49,29.07,4,4,5
14436,3.57,62.7,40,3.53,51.72,27.29,3,1,0
18252,4.7,62.1,37,6.44,54.57,29.12,2,6,2
18199,4.71,60.9,38,6.4,54.54,29.15,4,3,4
15570,4.31,61.6,38,5.04,53.17,28.27,4,3,3
18079,4.6,61.9,40,5.97,54.1,28.84,4,6,2
12870,3.74,63.1,36,3.91,52.03,27.48,2,1,2
17997,4.71,62.6,41,6.46,54.59,29.11,4,5,6
17489,4.57,61.8,39,5.81,54.02,28.77,4,5,5
13656,3.92,60.8,33.6,4.15,52.26,27.78,1,4,1
12226,3.75,61.8,41,3.79,51.91,27.49,4,2,1
17760,4.66,62.4,40,6.22,54.42,28.99,4,6,3
16339,4.21,62.1,40,4.78,53,28.12,3,3,1
14181,4,62.8,37,4.36,52.54,27.8,3,2,2
14345,3.99,60.5,37,4.16,52.36,27.83,3,5,1
17095,4.5,61.7,40,5.61,53.73,28.62,4,4,4
13981,3.9,58.4,35,3.87,52.07,27.8,3,2,2
13692,3.99,59.9,37,4.17,52.24,27.84,2,2,2
11297,3.51,62.7,38,3.39,51.62,27.21,3,1,1
8772,3.24,60.9,42,2.82,51.05,27,4,6,1
14151,4,61,33,4.25,52.5,27.87,3,3,2
7704,3.42,61.2,37,3.22,51.4,27.2,4,1,4
17644,4.59,60.8,36,5.95,54.05,28.87,3,6,4
17698,4.61,62.1,38,6,54.21,28.87,4,2,5
18196,4.74,62,39,6.6,54.73,29.22,4,3,7
17858,4.68,62.8,38,6.27,54.51,29.02,3,3,5
17712,4.49,62.6,40,5.62,53.74,28.58,2,2,2
16168,4.29,59.7,36,4.97,53.08,28.34,2,5,1
1423,3.32,63.8,39,3.23,51.33,26.99,1,5,4
3776,2.79,62.9,36,2.54,50.66,26.63,2,1,1
16915,4.48,58.5,34,5.41,53.64,28.7,3,5,3
17441,4.39,59.6,37,5.11,53.34,28.46,3,3,2
18234,4.69,60.1,34,6.34,54.45,29.14,2,1,6
9227,3.31,59.8,36,2.98,51.24,27.19,3,5,1
18021,4.7,62.5,40,6.37,54.56,29.08,4,2,5
14839,3.8,60.8,37,3.81,52.02,27.61,3,0,1
17854,4.6,63.2,36,6.02,54.22,28.83,2,4,2
13014,3.87,60.5,36,3.95,52.17,27.71,3,6,2
4482,3.4,61.9,40,3.16,51.35,27.12,4,3,4
16327,4.31,63.8,40,5.08,53.31,28.21,1,3,3
11861,3.89,61.6,39,4.1,52.22,27.69,4,2,2
15046,4,61.3,38,4.34,52.55,27.89,4,4,1
16492,4.31,60.9,33,5.02,53.25,28.34,3,2,2
18125,4.7,63.4,40,6.41,54.59,29.06,2,5,2
14239,3.94,62.1,36,4.2,52.42,27.76,3,3,1
14455,4.01,57.4,27,4.22,52.43,28.07,0,2,4
14265,3.87,63,38,4.04,52.26,27.6,4,3,1
17870,4.6,63.3,38,6.02,54.23,28.82,2,5,2
9598,3.84,60.6,39,3.87,52.06,27.65,4,3,5
17246,4.41,63,35,5.3,53.51,28.39,3,5,2
17996,4.6,62,39,6,54.12,28.85,2,2,4
17653,4.62,59.9,36,5.99,54.17,28.96,3,3,6
18160,4.71,62,33,6.5,54.63,29.16,2,6,3
13223,4.01,61.6,36,4.33,52.52,27.86,3,5,2
18378,4.74,61.2,37,6.58,54.7,29.24,2,2,5
14925,4.1,60.8,39,4.45,52.65,27.99,4,5,1
18067,4.66,62,40,6.22,54.36,28.99,4,2,6
16665,4.48,62.2,39,5.56,53.7,28.57,4,4,5
15541,4.11,61.4,34,4.66,52.76,28.05,0,2,2
17766,4.46,62.2,41,5.46,53.6,28.51,4,2,1
6562,3.5,61.1,35,3.37,51.58,27.31,3,6,2
15161,3.92,62.7,35,4.17,52.39,27.7,3,1,2
15574,4.25,61.5,39,4.85,52.98,28.17,4,5,3
17716,4.5,63.1,31,5.66,53.87,28.61,1,3,2
18009,4.71,62,37,6.48,54.61,29.15,4,4,6
14157,4,61.2,41,4.25,52.38,27.82,4,5,1
16913,4.34,59.2,34,5,53.18,28.41,3,5,2
18085,4.68,61.6,40,6.28,54.43,29.04,4,4,4
5794,3.79,61.2,38,3.86,51.98,27.58,4,4,6
8617,3.51,65.2,37,3.62,51.84,27.18,0,2,3
16304,4.28,61,37,4.9,53.14,28.26,3,2,3
13736,3.98,61.5,38,4.21,52.46,27.81,3,4,2
15935,4.22,61.7,36,4.81,52.94,28.13,4,1,4
7913,3.31,62.4,37,3.13,51.34,27.07,3,1,3
10917,3.98,61.5,39,4.27,52.37,27.8,4,4,4
17196,4.5,60.7,36,5.63,53.77,28.69,3,4,4
9971,3.81,60.9,38,3.87,52,27.61,4,2,4
13933,3.81,59.6,34,3.79,51.93,27.65,4,1,1
17380,4.5,62,40,5.6,53.78,28.62,4,5,2
8057,3.45,58.8,38,3.06,51.28,27.3,3,3,2
13558,3.97,62.9,37,4.33,52.43,27.75,2,6,1
15906,4.27,62.5,35,4.96,53.16,28.2,3,4,4
15170,4.21,62,40,4.81,52.9,28.1,4,4,3
7972,3.49,61.8,40,3.36,51.49,27.23,4,1,4
18215,4.68,60.4,35,6.33,54.44,29.12,3,6,2
12913,3.79,61.7,36,3.82,52.05,27.55,3,0,4
17961,4.71,62.5,38,6.47,54.6,29.12,4,5,6
11344,3.61,59.9,35,3.36,51.61,27.41,3,4,1
16466,4.04,61.6,42,4.31,52.5,27.85,4,1,0
18117,4.69,63.7,40,6.41,54.59,29.05,1,6,2
15776,4.08,62.3,38,4.52,52.7,27.93,4,1,1
4321,3,62.6,37,2.73,50.97,26.81,3,5,1
18250,4.71,62.2,40,6.44,54.58,29.12,4,4,3
17777,4.7,62.5,41,6.37,54.57,29.08,4,3,6
13495,3.95,59.6,38,4.12,52.23,27.84,2,5,2
9126,3.51,62.4,37,3.41,51.62,27.24,3,2,2
17134,4.45,61.9,41,5.45,53.56,28.51,4,1,7
1632,3.26,59.6,35,2.84,51.14,27.13,3,3,4
16001,4.29,60.9,35,4.94,53.14,28.28,3,5,3
7221,3.73,62,38,3.82,51.89,27.48,2,4,5
11698,3.74,62.3,37,3.87,51.96,27.5,2,2,2
9927,3.3,62.7,37,3.15,51.36,27.06,2,1,1
13162,3.94,62.5,39,4.22,52.3,27.7,2,2,4
1209,3.27,61,37,2.97,51.15,27.07,3,3,3
14659,3.97,61.6,36,4.19,52.33,27.76,3,5,1
13788,3.92,61.9,40,4.14,52.26,27.7,4,5,1
18067,4.69,61.5,36,6.32,54.51,29.09,3,6,2
16372,4.25,62.4,37,4.91,53.04,28.15,3,5,1
18139,4.71,63.1,39,6.54,54.67,29.14,1,3,5
15158,3.82,61.5,38,3.95,52.07,27.61,4,2,0
14255,3.95,60.7,38,4.17,52.29,27.8,4,4,1
15364,4.29,60,38,4.82,53.06,28.27,3,6,5
15114,4.15,62.8,39,4.69,52.82,27.99,4,6,2
14357,4.11,61.7,35,4.6,52.73,28,2,6,2
18180,4.65,63,36,6.22,54.41,28.96,3,6,1
5418,3.9,62,41,4.07,52.27,27.64,3,6,6
16653,4.14,59.1,37,4.49,52.69,28.12,3,4,0
12417,4,61.6,35,4.32,52.43,27.83,2,3,3
17392,4.6,62.9,36,5.98,54.18,28.82,3,5,6
10606,4.01,61.9,38,4.35,52.47,27.83,4,3,6
18005,4.6,63.8,38,5.99,54.22,28.79,1,5,1
6623,3.9,62.5,37,4.07,52.3,27.65,2,6,6
13080,3.84,62.6,40,4,52.12,27.57,4,3,1
14125,3.94,62.4,38,4.19,52.38,27.72,4,5,1
15862,4.28,61.9,39,4.93,53.14,28.22,3,4,4
12466,2.86,62.9,38,2.49,50.7,26.62,3,2,0
7873,3.5,63.2,38,3.56,51.58,27.22,2,2,3
16811,4.23,62,39,4.81,53.03,28.14,4,1,3
18181,4.62,61.2,39,6.03,54.16,28.91,4,0,3
12485,3.7,62.4,38,3.81,51.93,27.46,4,1,3
18125,4.7,62.6,40,6.36,54.56,29.07,4,2,4
18227,4.67,61.8,39,6.26,54.38,29.02,4,3,3
15113,4.22,60.9,39,4.77,52.91,28.16,4,1,3
11171,3.33,59.2,38,2.91,51.18,27.2,3,0,1
10423,3.51,60,35,3.26,51.48,27.33,3,4,2
10600,3.5,63.1,39,3.48,51.58,27.2,2,1,3
18282,4.72,62.2,40,6.5,54.63,29.16,2,3,5
15777,4.26,59.7,33,4.85,52.96,28.27,2,6,2
18121,4.69,61.9,39,6.38,54.5,29.09,4,4,4
14831,4.11,61.6,35,4.55,52.76,28,3,4,2
16526,4.43,62.2,37,5.39,53.6,28.49,3,5,4
17805,4.69,61.1,39,6.32,54.42,29.08,4,5,7
16383,4.29,62.6,40,5.03,53.14,28.21,2,4,2
13835,3.83,60.5,35,3.86,52.09,27.66,3,3,1
17415,4.48,62.1,42,5.54,53.67,28.56,4,5,2
16262,4.23,62.1,41,4.82,52.96,28.12,4,3,1
8519,3.78,60.3,38,3.76,51.93,27.59,4,3,5
15669,4.06,58,29,4.24,52.44,28.04,0,0,2
16730,4.5,62.2,39,5.66,53.78,28.63,4,4,5
18404,4.77,61.9,36,6.76,54.9,29.33,2,4,3
18153,4.71,61.4,41,6.4,54.51,29.12,4,6,3
14629,4,60.2,36,4.26,52.39,27.89,4,0,2
18131,4.7,61.6,40,6.37,54.5,29.1,2,6,3
17005,4.39,61.8,40,5.24,53.37,28.39,2,1,4
9974,4,63.1,38,4.43,52.51,27.79,2,5,5
18021,4.7,61.3,38,6.4,54.6,29.15,4,4,3
18086,4.61,61.2,38,6.04,54.16,28.91,4,5,2
8701,3.5,62.2,36,3.4,51.61,27.25,3,6,2
15812,4.26,61.9,39,4.93,53.05,28.19,4,2,2
15929,4.2,62.4,38,4.83,52.91,28.09,2,5,1
15625,4.18,62.1,40,4.69,52.9,28.06,4,4,2
17747,4.6,62.3,40,5.95,54.13,28.82,4,4,4
17264,4.51,62,39,5.68,53.8,28.65,4,5,3
7932,3.5,63.5,38,3.46,51.67,27.19,2,5,2
16985,4.51,62.4,38,5.61,53.8,28.61,3,4,2
14622,3.94,59.9,36,4.13,52.23,27.82,2,3,1
8161,3.41,61.7,39,3.21,51.4,27.16,4,4,1
14746,3.89,61,39,4.06,52.25,27.73,3,2,1
15077,3.88,61.2,37,3.97,52.24,27.69,3,3,0
18150,4.72,61.5,39,6.49,54.62,29.18,4,3,6
18042,4.68,61.9,38,6.32,54.43,29.05,4,6,3
16205,4.26,61.5,40,4.89,53.01,28.19,4,6,1
17891,4.6,62.3,37,5.99,54.14,28.84,2,6,3
1382,3.46,62.5,40,3.36,51.47,27.17,4,6,3
12089,4,62.1,38,4.34,52.45,27.81,4,3,3
17813,4.62,62,39,6.02,54.26,28.9,3,4,4
17199,4.62,60.1,38,6,54.13,28.95,4,3,7
17036,4.5,62.4,40,5.63,53.76,28.6,4,6,3
11951,3.81,63.5,38,4.09,52.16,27.55,2,4,2
17163,4.5,61.9,41,5.6,53.73,28.61,4,6,3
13575,4,60.7,37,4.34,52.39,27.88,2,4,2
14862,4.26,62.4,39,4.95,53.06,28.17,4,6,4
16888,4.51,60.5,40,5.59,53.77,28.69,4,3,5
13511,3.99,61.2,39,4.21,52.42,27.82,4,2,3
17762,4.6,61.8,37,5.97,54.15,28.86,3,3,3
18194,4.61,61.9,37,6.03,54.17,28.88,4,5,1
17273,4.49,63.9,38,5.66,53.78,28.54,2,4,3
13646,3.93,59.1,35,4.04,52.14,27.82,4,6,1
12261,3.96,61.9,38,4.27,52.39,27.77,4,3,3
12508,4.01,63.8,36,4.49,52.58,27.79,2,5,3
17223,4.49,62.1,36,5.62,53.75,28.61,3,4,3
6294,3.26,60.6,35,2.9,51.1,27.06,3,1,4
17773,4.61,62.5,35,6.04,54.25,28.88,3,3,5
14859,3.8,63.4,33,3.9,52.21,27.49,2,1,1
18247,4.69,61.5,39,6.33,54.5,29.09,4,1,3
15934,4.51,62.2,41,5.65,53.79,28.63,4,5,5
14913,4.11,59,37,4.49,52.61,28.1,2,3,3
16749,4.37,62.5,39,5.19,53.37,28.34,4,4,3
12682,3.97,61.2,40,4.2,52.34,27.79,2,2,4
7634,3.01,63.3,36,2.79,51.01,26.79,2,0,2
9999,3.8,61.4,39,3.9,52,27.58,4,3,4
17691,4.48,62.5,38,5.63,53.73,28.59,2,4,1
17157,4.51,59.9,34,5.58,53.77,28.72,3,4,4
7388,3.5,62.2,38,3.45,51.57,27.25,4,2,3
15678,4.11,63.5,39,4.62,52.8,27.92,2,0,3
14235,4,62.2,35,4.34,52.47,27.81,2,6,1
17990,4.63,61.4,38,6.11,54.25,28.95,4,2,5
12736,3.99,62.6,36,4.31,52.51,27.79,3,3,3
2731,3.01,60.3,34,2.63,50.73,26.89,2,2,2
10080,3.31,60.7,36,3.05,51.26,27.15,4,1,1
12516,3.71,63.4,38,3.81,52.02,27.42,2,2,2
17186,4.47,56.9,33,5.32,53.5,28.72,1,3,3
18089,4.7,62.2,39,6.42,54.57,29.11,4,6,3
18080,4.68,59.1,37,6.18,54.39,29.12,3,5,2
18157,4.68,62.4,37,6.37,54.49,29.06,3,4,3
16142,4.3,63.2,37,5.09,53.22,28.22,2,6,2
16210,4.18,58.6,34,4.54,52.74,28.18,3,2,2
2311,2.9,60.3,34,2.45,50.68,26.82,4,1,3
16625,4.3,57,27,4.69,53.03,28.4,0,4,2
13046,4,62.6,38,4.37,52.5,27.8,4,2,4
17933,4.58,61.3,39,5.89,54.02,28.82,2,5,4
17004,4.26,63.6,37,4.99,53.2,28.16,1,3,1
17044,4.39,62.4,42,5.27,53.4,28.38,4,5,2
16733,4.47,61.5,41,5.48,53.66,28.57,4,3,5
18029,4.63,61.6,39,6.07,54.18,28.91,4,2,5
14774,4,65.7,37,4.62,52.7,27.75,1,4,1
17979,4.71,62.4,38,6.41,54.61,29.11,4,5,3
16256,4.31,61.9,37,5.08,53.21,28.29,4,3,2
14703,4.11,63.8,37,4.61,52.81,27.9,1,6,2
12139,3.8,62.8,38,3.97,52.08,27.53,2,2,3
13441,3.87,62.3,39,4.05,52.13,27.61,4,2,2
16515,4.37,62.2,37,5.25,53.39,28.38,4,2,6
18178,4.69,59.2,36,6.29,54.43,29.16,3,3,4
17941,4.61,63.7,38,6.05,54.24,28.82,1,5,2
2507,3.47,60.8,38,3.25,51.45,27.26,4,3,6
2344,2.91,60.4,36,2.46,50.57,26.78,3,2,1
18385,4.71,62.7,41,6.46,54.6,29.11,4,1,3
16644,4.27,61.7,39,4.98,53,28.2,2,5,1
17969,4.68,62.1,41,6.28,54.47,29.04,4,4,3
13701,4.11,61,39,4.57,52.71,28.03,4,4,2
13251,4.01,59.4,34,4.23,52.44,27.95,3,2,3
17968,4.61,63.8,41,6.02,54.22,28.8,1,1,3
3009,2.99,63.5,41,2.78,50.88,26.73,4,3,1
4528,3.49,60.6,37.2,3.34,51.44,27.29,2,6,2
16572,4.3,62.3,39,5.06,53.18,28.25,1,3,2
17246,4.49,63.2,37,5.62,53.8,28.57,2,3,3
16860,4.45,61.2,39,5.44,53.55,28.54,4,6,3
17519,4.5,63.3,36,5.69,53.81,28.59,1,5,2
18021,4.7,61.4,37,6.37,54.58,29.13,3,2,5
14418,3.96,61.7,40,4.2,52.34,27.76,4,0,2
12291,3.93,61.5,34,4.12,52.35,27.75,3,3,4
18376,4.71,59.7,35,6.39,54.51,29.19,2,3,2
16215,4.29,61.9,39,4.96,53.17,28.24,4,2,4
18230,4.7,60.1,35,6.33,54.52,29.16,3,6,1
8591,3.8,60.2,38,3.72,51.96,27.6,4,3,6
12424,4.17,62,41,4.7,52.82,28.04,4,6,6
18094,4.71,59,36,6.34,54.48,29.2,2,6,5
18021,4.7,63.2,39,6.45,54.62,29.09,2,3,4
14455,3.97,62,38,4.24,52.43,27.78,3,1,2
7449,3.5,62.2,37,3.42,51.63,27.26,3,4,2
16688,4.43,61.6,39,5.37,53.5,28.49,4,3,5
9684,4.01,59.5,36,4.2,52.32,27.9,2,5,5
18201,4.74,61.8,38,6.62,54.74,29.24,4,5,5
10679,3.51,57.9,34,3.27,51.39,27.46,1,3,1
16541,4.3,58.4,32.9,4.94,53.07,28.4,1,2,2
18195,4.66,61.6,40,6.19,54.32,28.99,4,1,6
18321,4.7,61.9,40.5,6.41,54.54,29.11,4,1,4
13976,4.29,61.2,38,5.01,53.12,28.27,2,5,6
13094,3.91,63.1,38,4.14,52.38,27.66,2,2,3
15019,4.11,60.1,33,4.46,52.66,28.04,3,5,1
18319,4.72,61.8,36,6.53,54.63,29.18,2,5,4
17695,4.61,61.7,38,6.02,54.15,28.88,4,4,6
15677,4.09,60.9,33,4.48,52.59,27.97,2,0,3
18085,4.68,61.3,40,6.28,54.4,29.05,4,5,3
15147,4,63.2,40,4.34,52.58,27.78,2,1,2
14065,3.98,61.8,36,4.32,52.43,27.82,3,5,1
18209,4.62,61,40,6,54.13,28.9,4,5,1
5738,3.24,62.2,37,2.98,51.22,27,3,1,4
18151,4.69,63.1,41,6.33,54.53,29.03,2,5,2
16971,4.5,60.2,39,5.54,53.66,28.66,4,3,4
18071,4.68,62.1,40,6.32,54.46,29.05,4,2,6
17828,4.67,61.2,35,6.24,54.44,29.06,3,2,6
17956,4.69,61.7,40,6.32,54.44,29.06,4,4,6
17642,4.56,61.4,34,5.79,54.01,28.78,3,3,5
17745,4.61,61.4,39,5.99,54.1,28.87,4,6,5
974,3,61.3,36,2.58,50.82,26.82,3,2,2
4860,3.43,62.8,38,3.4,51.5,27.17,2,3,4
17905,4.69,62.2,42,6.33,54.47,29.05,4,3,7
15480,4.23,61.1,39,4.85,52.94,28.18,4,3,3
18036,4.62,62.3,36,6.09,54.21,28.89,3,3,3
13587,3.95,60,37,4.09,52.29,27.82,3,2,4
13321,3.8,62.2,36,3.95,52.05,27.56,3,1,3
9789,3.39,61.2,34,3.21,51.3,27.17,2,6,1
16906,4.3,62.8,34,5.03,53.27,28.24,3,0,3
14215,4.01,58.1,31,4.18,52.3,27.98,1,4,2
3312,2.91,61.9,39,2.54,50.68,26.72,4,1,1
3329,2.95,60.8,35,2.49,50.74,26.81,3,1,2
18065,4.61,62,38,6.01,54.15,28.86,4,1,5
16789,4.42,61.7,36,5.39,53.52,28.49,2,4,4
14786,3.99,59.1,35,4.15,52.36,27.92,3,2,2
18041,4.54,61.8,41,5.73,53.85,28.69,4,2,1
12061,3.99,59.1,35,4.13,52.39,27.92,2,5,3
16229,4.27,62.6,37,5.01,53.13,28.2,3,5,1
13039,4.01,61.6,33,4.39,52.48,27.87,1,5,2
4958,2.99,61.1,34,2.66,50.79,26.85,2,1,1
14908,4.07,61.1,40,4.45,52.56,27.94,4,5,1
16207,4.23,61.1,38,4.84,52.96,28.18,4,2,2
15871,4.31,62.4,37,5.08,53.22,28.26,2,5,3
18061,4.64,61,39,6.1,54.23,28.96,4,5,3
16972,4.44,61.8,40,5.4,53.52,28.49,4,5,3
13625,3.82,64.9,37,4.1,52.35,27.52,0,1,2
13576,3.95,62.1,35,4.22,52.4,27.76,3,2,4
2712,3,63.4,38,2.74,50.97,26.75,2,2,1
18316,4.72,62.2,41,6.51,54.64,29.16,4,3,4
18093,4.61,59.4,31,5.99,54.08,28.96,1,2,3
18058,4.67,61.4,38,6.23,54.42,29.04,4,3,3
14826,4.09,60.3,39,4.42,52.55,27.98,4,6,1
8188,3.26,62.8,36,3.12,51.24,27,2,1,2
17820,4.61,60.5,38,6,54.1,28.91,4,3,3
17167,4.5,62,39,5.68,53.74,28.63,4,3,4
17507,4.49,62.2,38,5.56,53.79,28.6,4,1,5
16563,4.28,61.6,38,4.95,53.09,28.23,4,2,1
15434,4.27,60.9,36,4.84,53.04,28.22,2,3,4
16469,4.31,62.5,36,5.07,53.25,28.26,3,4,2
18376,4.67,60,33,6.23,54.35,29.08,2,4,1
12120,3.81,61,36,3.83,52.07,27.61,2,5,2
18086,4.61,62,40,6.06,54.16,28.88,2,5,2
14579,4.31,62.7,41,5.07,53.19,28.23,2,6,6
3713,2.88,59.6,36,2.31,50.53,26.79,3,0,3
17810,4.71,61.3,39,6.4,54.6,29.15,4,3,6
18139,4.71,62.2,40,6.45,54.57,29.12,4,4,5
14568,3.75,63.9,37,3.96,52.16,27.48,1,0,2
13804,4.3,61.7,39,5.01,53.13,28.25,4,4,6
16465,4.25,61.9,39,4.89,53.02,28.17,4,1,2
17169,4.51,62.3,37,5.67,53.86,28.65,3,6,2
17179,4.5,60.5,39,5.54,53.69,28.65,4,6,3
14019,4.11,60.9,33,4.63,52.72,28.06,2,6,3
16378,4.3,65.3,42,5.1,53.32,28.13,4,4,1
18338,4.77,60.4,33,6.75,54.88,29.38,2,5,6
18058,4.61,63.2,40,6.02,54.22,28.83,2,1,2
6977,3.46,60.7,36,3.24,51.44,27.26,3,2,3
8351,3.41,61.7,39,3.24,51.37,27.16,4,4,1
18290,4.7,62,39,6.39,54.51,29.09,4,6,2
17623,4.63,61.6,37,6.11,54.24,28.94,3,4,6
17797,4.6,61.4,39.3,5.98,54.11,28.86,4,4,5
18391,4.77,60.7,37,6.7,54.83,29.34,2,2,5
15105,4.3,59.2,36,4.84,53.05,28.32,3,6,4
16408,4.31,63,34,5.1,53.39,28.29,3,5,3
3953,2.83,61.4,35,2.37,50.59,26.68,4,1,1
14506,4,59.6,36,4.15,52.38,27.89,3,4,1
5831,3.31,61.9,35,3.13,51.33,27.1,3,2,3
18319,4.74,62.4,39,6.61,54.74,29.22,2,3,5
17911,4.65,61.6,39,6.18,54.31,28.98,4,2,7
18165,4.71,62.6,39,6.45,54.56,29.1,4,5,3
14264,4,61.9,33,4.29,52.53,27.83,3,2,3
16250,4.3,62,36,5.05,53.14,28.25,2,5,2
7667,3,65.5,39,2.9,51.11,26.68,0,5,1
12223,4.01,61.8,36,4.36,52.49,27.85,3,5,3
17385,4.43,62.9,39,5.43,53.55,28.45,2,6,1
14965,4.01,60.4,37,4.27,52.46,27.9,3,4,1
17844,4.7,62,39,6.42,54.54,29.11,4,4,7
5917,3.79,61.5,37,3.89,52,27.57,4,4,6
7135,3.51,60.8,37,3.42,51.54,27.34,2,5,2
15485,4.11,62,32,4.61,52.87,28.03,2,1,3
13407,4,61.1,37,4.29,52.42,27.85,3,2,4
17591,4.62,61.1,35,6.08,54.2,28.94,3,6,5
14539,4.1,62.1,35,4.53,52.65,27.93,2,5,2
9143,3.95,63.4,40,4.28,52.39,27.69,2,5,5
18105,4.62,62.8,37,6.13,54.24,28.89,2,0,6
14952,4.05,63.7,41,4.5,52.71,27.84,1,4,3
16082,4.3,60.8,39,4.99,53.07,28.28,4,2,6
18089,4.7,62.2,41,6.43,54.56,29.11,4,6,3
18116,4.73,61.1,38,6.5,54.63,29.2,2,4,5
18254,4.71,61.1,40,6.37,54.58,29.14,4,4,3
18278,4.75,61.8,38,6.68,54.8,29.28,2,3,6
16496,4.3,61.5,31,4.98,53.25,28.29,1,1,4
18260,4.76,61.2,40,6.65,54.79,29.29,0,6,4
17568,4.47,63,38,5.56,53.67,28.52,2,4,2
17573,4.51,62.7,36,5.7,53.83,28.63,2,4,2
4078,3,63,35,2.82,50.91,26.79,1,3,1
14264,3.8,60.4,39,3.9,51.97,27.64,1,0,1
12660,3.84,62.4,38,4,52.21,27.61,3,2,3
17926,4.7,62.4,35,6.46,54.59,29.12,2,4,6
7674,3.46,60.4,35,3.3,51.51,27.32,3,2,3
18175,4.75,60.8,39,6.63,54.75,29.29,4,3,7
15982,4.28,59.9,36,4.87,53.13,28.3,3,4,3
18034,4.71,63.5,38,6.5,54.63,29.1,1,3,6
18344,4.71,58.8,32,6.42,54.55,29.25,2,6,2
15952,4.22,62.6,40,4.83,52.95,28.09,4,3,2
11239,3.61,61.6,36,3.57,51.68,27.37,2,1,4
6416,3,62.8,37,2.65,50.9,26.75,3,0,1
15859,4.26,61.7,39,4.9,53.04,28.19,4,5,2
17202,4.31,60,36,4.94,53.13,28.33,3,2,0
17779,4.66,62.2,39,6.23,54.37,28.99,4,5,6
13365,3.87,61.9,37,4.03,52.23,27.66,3,2,2
10518,3.92,60.3,38,4.06,52.17,27.76,4,3,4
17953,4.6,61.1,39,5.95,54.07,28.86,4,4,2
12290,4,61.7,37,4.26,52.48,27.82,3,4,3
15919,4.31,58.4,36,4.91,52.99,28.37,2,5,4
18032,4.64,61.5,36,6.12,54.31,28.97,3,4,2
16811,4.49,59.8,38,5.48,53.66,28.66,4,3,5
17945,4.71,61.5,39,6.4,54.59,29.14,4,3,5
17010,4.48,62.1,39,5.54,53.73,28.58,4,5,3
14934,3.89,61.4,36,4.05,52.24,27.7,3,2,1
14038,4,62.6,39,4.4,52.5,27.81,4,6,1
12298,3.94,62.9,36,4.25,52.38,27.71,2,3,3
16424,4.46,60.4,39,5.38,53.52,28.56,2,5,5
1727,3.08,60.5,35,2.68,50.92,26.95,3,2,4
18174,4.64,62.7,41,6.19,54.3,28.93,4,5,2
17552,4.62,59.8,40,5.9,54.13,28.93,3,3,7
17155,4.5,63.1,37,5.66,53.77,28.58,1,6,3
15458,4.21,63.3,36,4.92,53.03,28.1,1,5,3
14265,3.91,60.9,38,4.07,52.28,27.75,3,2,1
16152,4.28,61.8,38,4.99,53.12,28.24,4,6,1
14788,3.98,58.9,39,4.13,52.33,27.92,4,5,2
16343,4.31,61,39,4.97,53.1,28.27,4,3,2
12291,3.93,62.4,40,4.12,52.35,27.69,4,3,3
18020,4.67,62.8,37,6.26,54.46,29,3,6,2
18299,4.69,60.4,34,6.35,54.48,29.14,2,5,2
10396,3.51,63.3,38,3.46,51.65,27.2,2,0,5
13818,4.01,60.4,31,4.44,52.51,27.97,1,6,2
17474,4.51,62.6,39,5.75,53.79,28.64,2,2,3
15848,4.18,61.6,36,4.72,52.91,28.1,3,3,2
18114,4.71,61.7,35,6.46,54.65,29.17,3,6,2
18337,4.74,60.7,36,6.55,54.69,29.25,3,2,5
14368,4.11,62.1,38,4.57,52.67,27.95,2,2,4
17626,4.51,63.9,38,5.72,53.84,28.58,1,3,2
18034,4.71,61.7,40,6.42,54.56,29.13,4,3,6
17867,4.31,66.7,40,5.1,53.41,28.09,0,3,0
12561,3.94,62.5,39,4.22,52.35,27.72,2,2,4
9566,3.78,62.6,43,3.81,52.02,27.48,3,6,3
18134,4.61,60.9,35,6,54.12,28.9,3,6,2
18013,4.59,62.8,37,5.98,54.11,28.8,2,6,2
18198,4.7,59.6,34,6.39,54.52,29.2,2,3,4
4475,2.76,62.4,39,2.34,50.53,26.57,4,2,2
4184,3.51,62.1,35,3.47,51.58,27.27,2,5,3
14737,4.01,56.8,30,4.13,52.41,28.08,1,2,2
16694,4.1,65,37,4.69,52.88,27.88,0,1,1
17186,4.47,62.2,37,5.48,53.67,28.54,3,5,2
18450,4.71,62.6,42,6.46,54.58,29.11,4,0,4
16490,4.3,61.1,38,5.03,53.16,28.3,2,4,2
17869,4.69,60.9,39,6.33,54.47,29.11,4,3,7
